,Nomads,total_Clustering,Fights_per_step,Cooperation_per_step,Tribe_0_Nomads,Tribe_1_Nomads,Tribe_0_Spice,Tribe_1_Spice,Tribe_0_Clustering,Tribe_1_Clustering,Tribe_0_Trades,Tribe_1_Trades,experiment_name,width,height,n_tribes,n_agents,n_heaps,vision_radius,step_count,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold,spice_kwargs,river_kwargs,location_kwargs,spice_generator,river_generator,location_generator,Tribe_2_Nomads,Tribe_2_Spice,Tribe_2_Clustering,Tribe_2_Trades,Tribe_3_Nomads,Tribe_3_Spice,Tribe_3_Clustering,Tribe_3_Trades
4,132,4.44949494949495,288.5,179.0,59,73,120.57449409443298,188.49867257711395,3.933333333333333,4.866666666666666,65.4875,69.6375,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8200,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,86,3.0776386404293383,293.0,180.0,38,48,79.77201777294634,132.1737975395112,2.923076923076923,3.2,55.38,59.33,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8200,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,68,5.577205882352941,293.5,180.0,29,39,52.62982007476799,98.00893228096045,7.25,4.333333333333333,48.25833333333333,51.03333333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8200,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,52,4.354312354312355,294.5,180.5,20,32,34.61387729339526,76.51407473460495,6.666666666666667,2.909090909090909,42.26428571428571,44.4,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8200,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,41,3.7750677506775068,295.5,181.0,16,25,28.729275541826254,59.34613440933246,5.333333333333333,2.7777777777777777,37.36875,39.34375,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8200,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,33,6.601010101010101,296.0,181.0,13,20,22.754525849100776,48.44014141603711,6.5,6.666666666666667,33.766666666666666,35.18333333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8200,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,32,5.4609375,296.0,181.0,13,19,17.31053717938659,42.06745626662853,6.5,4.75,30.765,31.78,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8200,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,131.25,0.0,0.0,450,450,1350.0,1350.0,150.0,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8250,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,494,16.15519021783671,217.5,129.5,253,241,799.637204481437,726.7539747702015,19.46153846153846,12.68421052631579,102.25,109.35,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8250,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,330,8.692185007974482,258.0,146.0,160,170,471.3014825424729,391.9371065031552,8.421052631578947,8.947368421052632,88.775,103.125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8250,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,199,5.859102530194834,279.5,150.5,108,91,301.5006161408359,212.2924779261309,5.684210526315789,6.066666666666666,78.4,87.78333333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8250,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,126,4.667768959435627,288.0,155.5,71,55,201.43845407644665,132.28014510873567,5.916666666666667,3.0555555555555554,67.7125,73.025,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8250,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,78,2.790895379130673,296.0,157.5,49,29,150.43384587617075,87.80309900712898,2.8823529411764706,2.6363636363636362,58.58,60.92,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8250,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,61,5.042722305017387,297.5,158.0,38,23,114.0835771660655,72.76671098293338,3.4545454545454546,7.666666666666667,50.55,50.975,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8250,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,49,4.75,298.5,158.5,28,21,83.64052065051,66.21201689043183,7.0,1.75,44.628571428571426,43.964285714285715,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8250,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,40,2.8625,301.0,159.5,22,18,68.2547268893488,56.715984703922004,2.75,3.0,39.58125,38.63125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8250,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,35,2.9761904761904763,302.5,159.5,20,15,57.5491115437328,47.463226115248574,3.3333333333333335,2.5,35.355555555555554,34.43333333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8250,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,28,4.357142857142857,303.5,159.5,15,13,52.437059399607605,35.721128482259815,2.5,6.5,31.915,31.085,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8250,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8300,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,496,13.927094776790174,209.0,126.0,260,236,811.0414324590912,734.4725156135389,15.294117647058824,12.421052631578947,106.7,97.2,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8300,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,333,9.253535269015146,247.0,141.5,179,154,419.99412603756997,453.42412117930246,9.421052631578947,9.058823529411764,106.15,97.8,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8300,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,218,8.982874617737004,260.0,145.5,121,97,245.4344287260372,279.6066875631777,11.0,6.466666666666667,94.73333333333333,83.6,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8300,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,151,4.991207078858034,265.5,146.5,80,71,147.34616701552156,192.54036470349698,5.714285714285714,4.176470588235294,83.4875,69.2625,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8300,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,109,9.752293577981652,269.5,148.5,60,49,103.51659842798149,139.14139564078872,12.0,7.0,72.46,58.65,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8300,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,88,7.054545454545454,271.5,148.5,48,40,76.8609676490716,103.0729151218547,9.6,4.0,63.416666666666664,50.666666666666664,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8300,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,68,3.825,273.0,149.0,34,34,61.45567282426441,74.4250539328019,4.25,3.4,56.74285714285714,44.55714285714286,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8300,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,59,2.9508474576271184,273.0,149.5,30,29,51.50194054357643,53.510673950320474,3.0,2.9,51.6375,40.01875,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8300,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,52,2.747649572649572,273.0,149.5,29,23,42.67508346651229,39.898255424615286,2.9,2.5555555555555554,47.80555555555556,36.355555555555554,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8300,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,43,3.364341085271318,273.5,149.5,25,18,33.15416612236623,34.01357932121643,4.166666666666667,2.25,44.715,33.295,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8300,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,81.25,0.0,0.0,450,450,1350.0,1350.0,112.5,50.0,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8350,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,473,12.450094581061535,232.0,130.0,240,233,771.8947292502905,740.7832250467579,12.631578947368421,12.263157894736842,97.25,93.8,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8350,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,299,8.6111160007041,275.0,147.5,149,150,465.69033457432903,434.95715986610134,7.842105263157895,9.375,80.25,72.7,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8350,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,195,5.430483448440105,291.5,151.5,98,97,281.22069011322367,305.7011756613666,5.157894736842105,5.705882352941177,69.56666666666666,61.833333333333336,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8350,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,138,5.613526570048309,298.0,154.0,74,64,208.9041817628082,211.2311781734124,4.933333333333334,6.4,59.2875,53.85,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8350,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,96,3.6930803571428568,303.5,156.5,51,45,155.9080141251269,163.49726443222804,3.642857142857143,3.75,51.52,46.6,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8350,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,73,3.0559360730593608,304.0,156.5,39,34,140.80066265767857,118.7465593635666,3.25,2.8333333333333335,45.1,40.916666666666664,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8350,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,60,5.2837962962962965,307.0,157.5,31,29,116.93057624935868,107.84587976658588,3.4444444444444446,7.25,40.0,35.57142857142857,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8350,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,49,4.214285714285714,308.0,157.5,25,24,101.68731956727913,98.90171990541697,2.5,6.0,35.68125,31.68125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8350,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,38,2.1184210526315788,310.5,159.5,20,18,109.98622377042837,72.19584128940393,2.0,2.25,32.272222222222226,28.383333333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8350,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,32,3.633928571428571,311.5,159.5,17,15,118.81878735036814,47.60002579584202,2.4285714285714284,5.0,29.43,25.63,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8350,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,70.3125,0.0,0.0,450,450,1350.0,1350.0,28.125,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8400,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,500,14.574736842105263,206.5,127.5,236,264,651.21772514227,877.4248913394857,12.421052631578947,16.5,111.1,102.15,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8400,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,326,8.797223119147564,238.0,135.0,137,189,320.86470019538484,567.6308297498869,7.2105263157894735,9.947368421052632,100.55,96.75,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8400,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,198,8.753279548734096,253.5,138.0,79,119,209.27228187336468,345.5832524377145,5.642857142857143,10.818181818181818,80.56666666666666,87.8,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8400,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,138,4.400885668276972,260.5,140.0,47,91,159.56515229189802,231.56662299363052,3.1333333333333333,5.055555555555555,65.075,76.5125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8400,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,101,3.892326732673267,265.0,142.5,29,72,119.07141118521575,170.26841738246455,3.625,4.0,53.24,67.71,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8400,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,77,3.2410714285714284,266.5,143.0,22,55,99.1191568885286,125.01685722275847,2.75,3.4375,44.925,60.28333333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8400,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,65,3.102564102564103,268.0,143.5,20,45,82.56752726104737,100.39126478698684,3.3333333333333335,3.0,39.042857142857144,53.707142857142856,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8400,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,51,3.7195378151260505,270.5,145.0,16,35,69.12757158623852,85.06876871993127,2.2857142857142856,4.375,34.61875,48.55625,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8400,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,47,2.625886524822695,271.0,145.5,14,33,57.85652608850698,76.45478241161317,2.3333333333333335,2.75,30.933333333333334,44.23888888888889,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8400,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,38,2.539473684210526,271.5,145.5,14,24,48.00607317557548,69.46175485150032,1.75,3.0,27.965,40.53,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8400,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8450,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,488,13.565040856722327,212.0,122.5,224,264,681.4018639397476,822.3112442219118,13.176470588235293,13.894736842105264,99.95,104.3,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8450,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,300,9.699074074074074,261.0,140.0,125,175,368.3252519813471,502.09179279549977,6.944444444444445,11.666666666666666,83.2,100.8,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8450,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,183,6.949015609067378,281.5,149.5,83,100,257.6509947500779,294.1671031145801,4.368421052631579,9.090909090909092,66.86666666666666,84.11666666666666,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8450,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,117,3.443124906282801,291.0,152.5,53,64,202.97459045746353,199.82297898531104,3.533333333333333,3.3684210526315788,55.5,68.4125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8450,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,95,3.7518885448916413,292.5,153.0,47,48,166.51591592911507,141.61876328666463,4.7,2.823529411764706,46.85,56.65,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8450,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,78,3.2854700854700853,294.5,153.5,38,40,123.28643795597031,111.78149698058274,2.533333333333333,4.0,40.525,48.7,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8450,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,64,2.6104166666666666,295.5,153.5,30,34,100.35628205474481,82.50762534807414,3.0,2.2666666666666666,35.607142857142854,42.52857142857143,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8450,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,52,3.2503052503052503,297.0,154.0,23,29,81.21866145105405,62.704146064710656,3.2857142857142856,3.2222222222222223,31.7625,37.74375,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8450,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,44,5.393595041322314,298.0,154.5,19,25,65.86141197010477,52.65469361494319,9.5,2.272727272727273,28.705555555555556,33.772222222222226,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8450,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,35,5.98,299.0,154.5,17,18,61.47082256031472,39.10876701597517,8.5,3.6,26.225,30.57,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8450,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8500,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,469,12.348894624621256,237.0,137.5,240,229,800.0268623663134,731.5899450241429,12.631578947368421,12.052631578947368,104.35,84.25,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8500,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,297,8.839934432039694,269.0,159.5,166,131,471.98878137074195,434.1721234692037,10.375,6.894736842105263,103.525,74.675,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8500,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,184,15.129011387163562,284.5,164.5,109,75,335.6535257541135,255.91930818223244,18.166666666666668,10.714285714285714,86.9,62.733333333333334,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8500,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,153,15.350081699346406,289.5,166.0,92,61,222.65300564424757,188.5861708431078,23.0,3.8125,77.5625,53.4125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8500,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,110,10.02949494949495,295.0,167.5,67,43,160.8214834108177,122.35887371151121,13.4,4.777777777777778,69.38,46.96,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8500,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,81,3.168672839506173,302.5,170.0,55,26,116.35598429347745,83.69778560398203,3.4375,2.6,61.925,42.05833333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8500,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,66,3.2035353535353535,302.5,170.0,43,23,79.1571745294987,70.6290120400738,2.8666666666666667,3.8333333333333335,55.792857142857144,37.85,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8500,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,53,2.4094500886953716,303.0,170.5,31,22,58.21387056091869,59.67772531513752,2.3846153846153846,2.4444444444444446,50.03125,34.55625,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8500,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,43,5.664451827242525,304.0,170.5,24,19,48.142521042728546,48.358611204061084,8.0,2.7142857142857144,45.016666666666666,31.772222222222222,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8500,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,36,4.347222222222222,304.0,170.5,19,17,37.630001207316994,41.71359933411964,3.1666666666666665,5.666666666666667,41.015,29.07,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8500,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8550,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,489,13.585272274877017,211.0,110.5,228,261,690.8183483364386,851.8945747467212,13.411764705882353,13.736842105263158,102.0,107.05,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8550,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,312,10.111155292076344,261.5,141.5,139,173,440.2276698165476,472.8634102044507,7.315789473684211,12.357142857142858,101.2,106.875,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8550,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,203,5.804446460980037,277.5,149.5,90,113,308.092668579681,292.2227508498484,5.625,5.947368421052632,87.51666666666667,88.46666666666667,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,1.0,0.0,8550,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
