,Nomads,total_Clustering,Fights_per_step,Cooperation_per_step,Tribe_0_Nomads,Tribe_1_Nomads,Tribe_0_Spice,Tribe_1_Spice,Tribe_0_Clustering,Tribe_1_Clustering,Tribe_0_Trades,Tribe_1_Trades,experiment_name,width,height,n_tribes,n_agents,n_heaps,vision_radius,step_count,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold,spice_kwargs,river_kwargs,location_kwargs,spice_generator,river_generator,location_generator,Tribe_2_Nomads,Tribe_2_Spice,Tribe_2_Clustering,Tribe_2_Trades,Tribe_3_Nomads,Tribe_3_Spice,Tribe_3_Clustering,Tribe_3_Trades,Tribe_4_Nomads,Tribe_4_Spice,Tribe_4_Clustering,Tribe_4_Trades,Tribe_5_Nomads,Tribe_5_Spice,Tribe_5_Clustering,Tribe_5_Trades,Tribe_6_Nomads,Tribe_6_Spice,Tribe_6_Clustering,Tribe_6_Trades,Tribe_7_Nomads,Tribe_7_Spice,Tribe_7_Clustering,Tribe_7_Trades,Tribe_8_Nomads,Tribe_8_Spice,Tribe_8_Clustering,Tribe_8_Trades
2,829,0.15641334941696824,0.15210355987055016,0.8478964401294499,399,430,721.1445355356044,752.1444582651374,0.05555555555555556,0.25,67.925,71.625,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,534,0.1688514357053683,0.15007215007215008,0.84992784992785,260,274,619.4926058310434,644.7154727768371,0.08333333333333334,0.25,56.61666666666667,59.916666666666664,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,401,0.09844436527728298,0.13870541611624834,0.8612945838837517,197,204,615.2893790227114,674.2395046220596,0.14285714285714285,0.05555555555555556,47.475,51.8375,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,329,0.14513677811550152,0.1393939393939394,0.8606060606060606,159,170,555.3700690795717,792.2875535838767,0.16666666666666666,0.125,41.41,45.42,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,284,0.0599456387447492,0.13934426229508196,0.860655737704918,136,148,591.6915179186966,914.2288679452455,0.05263157894736842,0.06666666666666667,36.825,41.65,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,257,0.09064611918902314,0.13542795232936078,0.8645720476706392,122,135,578.6828509284072,1100.381978174071,0.052631578947368425,0.125,33.48571428571429,39.32142857142857,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,242,0.13474025974025974,0.13009708737864079,0.8699029126213592,110,132,516.2966314815238,1267.4263641848727,0.125,0.14285714285714285,30.84375,37.8125,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,230,0.1480072463768116,0.11495176848874598,0.885048231511254,103,127,467.5310249111866,1409.5853265725816,0.125,0.16666666666666669,28.38888888888889,36.83888888888889,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,223,0.11962080088112657,0.1149511645379414,0.8850488354620586,92,131,459.71742504448144,1496.630737128786,0.05263157894736842,0.16666666666666666,26.72,36.265,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,210,0.1059076262083781,0.11103302881236823,0.8889669711876318,86,124,441.9592136743482,1577.934624114145,0.05263157894736842,0.14285714285714288,25.345454545454544,34.55909090909091,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,209,0.12930052403736614,0.10444874274661509,0.8955512572533849,82,127,406.410465075423,1647.8834554717168,0.07142857142857142,0.16666666666666669,23.970833333333335,33.99166666666667,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,197,0.1353637901861252,0.09879518072289156,0.9012048192771084,74,123,370.3677209287639,1654.9878184732881,0.08333333333333334,0.16666666666666666,22.75769230769231,33.2,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,181,0.1434622467771639,0.09623188405797102,0.903768115942029,63,118,338.6061289017871,1646.2740464807878,0.09999999999999999,0.16666666666666669,21.678571428571427,32.74285714285714,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,178,0.2200374531835206,0.09610983981693363,0.9038901601830663,57,121,305.9634493424213,1594.3101687042483,0.3333333333333333,0.16666666666666669,20.873333333333335,32.526666666666664,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,171,0.17998700454840805,0.09518413597733712,0.9048158640226629,53,118,287.7598902936913,1509.3721498593966,0.33333333333333337,0.1111111111111111,20.0375,32.459375,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,166,0.27459839357429716,0.09470124013528748,0.9052987598647125,49,117,272.32376348894144,1434.937782489162,0.3333333333333333,0.25,19.50588235294118,32.588235294117645,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,164,0.1986062717770035,0.09281767955801105,0.907182320441989,48,116,255.81287066189714,1335.0611331910886,0.3333333333333333,0.14285714285714288,18.93888888888889,32.31388888888889,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,161,0.07003845016267377,0.09294696555494805,0.9070530344450519,47,114,228.97957297688862,1235.513857914173,0.06666666666666667,0.07142857142857142,18.426315789473684,32.26052631578948,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,157,0.20039196472317491,0.09294696555494805,0.9070530344450519,45,112,223.6680845522596,1141.363294418769,0.07692307692307693,0.25,17.94,32.32,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.6000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2000,0.25,0.0,0.0,1000,1000,3000.0,3000.0,0.25,0.25,0.0,0.0,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1542,0.25,0.1393258426966292,0.8606741573033708,786,756,1184.4196243026693,1144.9500784008665,0.25,0.25,84.5,73.85,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,750,0.25,0.14156079854809436,0.8584392014519057,383,367,596.0329486728647,577.0402573273622,0.25,0.25,79.425,66.8,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,468,0.25,0.13666666666666666,0.8633333333333333,239,229,447.76063208009236,443.9351968687906,0.25,0.25,64.66666666666667,52.6,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,341,0.15626309174696273,0.12954186413902052,0.8704581358609794,179,162,408.36345153787073,405.6329799326469,0.07142857142857144,0.25,54.15,42.65,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,279,0.25,0.1277258566978193,0.8722741433021807,146,133,378.5672897203722,398.5832868566785,0.25,0.25,46.22,35.43,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,232,0.2891522988505747,0.13063063063063063,0.8693693693693694,123,109,360.0229524648206,399.6141153480112,0.25,0.33333333333333337,40.525,30.45,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,198,0.18787878787878787,0.1291248206599713,0.8708751793400287,108,90,365.0414134143621,404.4534699658228,0.06666666666666667,0.3333333333333333,36.05714285714286,26.807142857142857,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,173,0.14275935503498632,0.12211668928086838,0.8778833107191316,94,79,365.63385479497975,422.32510462268533,0.052631578947368425,0.25,32.725,23.925,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,154,0.16303339517625232,0.11711711711711711,0.8828828828828829,79,75,359.7615284101507,441.62830950983414,0.25,0.07142857142857142,29.766666666666666,21.733333333333334,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,144,0.25,0.1148989898989899,0.88510101010101,75,69,375.81481589346885,442.4248591199347,0.25,0.25,27.515,19.99,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,137,0.2883211678832117,0.11491442542787286,0.8850855745721271,74,63,372.33078701718927,431.53938288872536,0.25,0.3333333333333333,25.577272727272728,18.40909090909091,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129,0.28811369509043927,0.11459589867310012,0.8854041013268998,70,59,368.58688149663504,432.4002800776875,0.25,0.33333333333333337,24.054166666666667,16.966666666666665,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,119,0.2906162464985994,0.11390887290167866,0.8860911270983214,61,58,383.87558032866684,426.2704597306784,0.25,0.3333333333333333,22.75,15.865384615384615,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,115,0.22608695652173913,0.11374407582938388,0.8862559241706162,60,55,388.69107686137795,433.8124339351617,0.25,0.2,21.65714285714286,14.910714285714286,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,111,0.33333333333333337,0.11212814645308924,0.8878718535469108,55,56,383.4066882430685,404.18858789296337,0.3333333333333333,0.33333333333333337,20.656666666666666,14.133333333333333,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,107,0.29127725856697817,0.11036036036036036,0.8896396396396397,53,54,382.50348589524685,395.2872055724306,0.33333333333333337,0.25,19.665625,13.4,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,104,0.29166666666666663,0.1076923076923077,0.8923076923076924,52,52,375.83236590577894,398.04841312789193,0.3333333333333333,0.25,18.75,12.791176470588235,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,101,0.3333333333333333,0.10679611650485436,0.8932038834951457,49,52,369.3722294300575,387.9663504451857,0.3333333333333333,0.3333333333333333,17.983333333333334,12.255555555555556,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,99,0.33333333333333337,0.10460251046025104,0.895397489539749,49,50,364.63852136795924,369.16114535760806,0.3333333333333333,0.33333333333333337,17.36842105263158,11.644736842105264,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,92,0.26521739130434785,0.10202020202020202,0.897979797979798,47,45,361.3880828504854,345.6571763432219,0.2,0.3333333333333333,16.9525,11.1425,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.7000000000000001,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2000,0.25,0.0,0.0,1000,1000,3000.0,3000.0,0.25,0.25,0.0,0.0,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1543,0.20863037373082738,0.14935064935064934,0.8506493506493507,777,766,1306.2174715179249,1181.8894013590152,0.25,0.16666666666666669,70.3,84.5,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,738,0.25,0.13321492007104796,0.866785079928952,385,353,889.7942335283235,653.085362705048,0.25,0.25,66.525,75.65,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,494,0.2728744939271255,0.12087912087912088,0.8791208791208791,270,224,895.7005406990431,572.276464099368,0.3333333333333333,0.19999999999999998,54.983333333333334,57.96666666666667,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,394,0.27140439932318106,0.11126564673157163,0.8887343532684284,211,183,1010.4511891676691,588.6089541323774,0.3333333333333333,0.2,46.525,46.75,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,331,0.2138301443437395,0.10201511335012595,0.8979848866498741,178,153,1149.807356883806,633.4540248429527,0.11111111111111112,0.3333333333333333,40.42,40.3,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,309,0.2872168284789644,0.10616438356164383,0.8938356164383562,171,138,1384.2013582473896,566.1977186251811,0.25,0.3333333333333333,36.8,35.016666666666666,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,289,0.19930795847750865,0.10978260869565218,0.8902173913043478,166,123,1629.5540416268157,549.8358153534787,0.1,0.3333333333333333,34.8,31.114285714285714,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,274,0.20194647201946472,0.10960334029227557,0.8903966597077244,162,112,1831.7502647562123,587.8603374282895,0.1111111111111111,0.33333333333333337,33.9875,28.31875,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,270,0.19835390946502057,0.1074540174249758,0.8925459825750242,164,106,2036.548848727239,569.8692144010392,0.1111111111111111,0.33333333333333337,33.57222222222222,26.383333333333333,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,263,0.19560625264047318,0.10644257703081232,0.8935574229691877,163,100,2176.2611593872466,615.1220243480782,0.1111111111111111,0.33333333333333337,33.45,24.43,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,252,0.19047619047619047,0.10454545454545454,0.8954545454545455,162,90,2276.831306167461,649.5764589386276,0.1111111111111111,0.3333333333333333,33.45,22.822727272727274,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,241,0.18326417704011067,0.10409556313993173,0.8959044368600683,155,86,2370.7683648685465,638.3019614983048,0.1,0.33333333333333337,33.94166666666667,21.725,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,234,0.3333333333333333,0.10297666934835076,0.8970233306516492,155,79,2475.6176041920653,607.2575619252593,0.3333333333333333,0.3333333333333333,34.526923076923076,20.515384615384615,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,232,0.27729885057471265,0.1024682124158564,0.8975317875841436,154,78,2547.1132910217343,546.9072295395484,0.33333333333333337,0.16666666666666666,34.13214285714286,19.7,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,231,0.33333333333333337,0.0966183574879227,0.9033816425120773,156,75,2596.5789838266523,547.5433732538855,0.3333333333333333,0.3333333333333333,33.86,18.94333333333333,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,226,0.3333333333333333,0.09119897959183673,0.9088010204081632,152,74,2578.5190901264946,539.6363801243056,0.3333333333333333,0.33333333333333337,33.834375,18.3,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,223,0.3333333333333333,0.0903954802259887,0.9096045197740112,153,70,2541.4711712790076,536.0906102693414,0.3333333333333333,0.3333333333333333,33.497058823529414,17.80294117647059,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,223,0.24613851519681115,0.08759124087591241,0.9124087591240876,153,70,2507.01928222929,545.0839329996587,0.3333333333333333,0.05555555555555555,33.46388888888889,17.305555555555557,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,223,0.2507473841554559,0.08499413833528723,0.9150058616647128,155,68,2472.838261679454,541.1498625190964,0.3333333333333333,0.0625,33.310526315789474,16.85,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,219,0.2496194824961948,0.08400460299194476,0.9159953970080552,153,66,2370.724901748541,534.3198915882319,0.3333333333333333,0.05555555555555555,33.125,16.3175,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.8,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2000,0.25,0.0,0.0,1000,1000,3000.0,3000.0,0.25,0.25,0.0,0.0,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.9,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1576,0.25,0.13513513513513514,0.8648648648648649,783,793,1264.9440156318858,1307.4957227273107,0.25,0.25,85.1,81.75,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.9,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,822,0.29288321167883213,0.12708018154311648,0.8729198184568835,423,399,732.2948465090565,789.6146297483186,0.3333333333333333,0.25,75.225,73.775,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.9,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
